t,episode,true_task_idx,pred_task_idx,exec_task_idx,x_before,vx_before,x_after,vx_after,true_goal
619,6,1,0,0,-2.3019018281570545,-1.7716273058826788,-3.067774350059173,-1.228710878067261,-2.8
620,6,1,0,0,-3.067774350059173,-1.228710878067261,-3.901135598304205,-1.531489651241805,-2.8
621,6,1,0,0,-3.901135598304205,-1.531489651241805,-3.961111339358105,-1.3488649448259848,-2.8
622,6,1,0,0,-3.961111339358105,-1.3488649448259848,-5.572997607420233,-2.1007367562885677,-2.8
623,6,1,0,0,-5.572997607420233,-2.1007367562885677,-5.679304398752142,-3.6993524389219337,-2.8
624,6,1,0,0,-5.679304398752142,-3.6993524389219337,-6.562072048289709,-2.8930988509248783,-2.8
625,6,1,0,0,-6.562072048289709,-2.8930988509248783,-8.535451302553833,-1.0988404233878069,-2.8
626,6,1,0,0,-8.535451302553833,-1.0988404233878069,-8.58756411456461,-1.5412755556384894,-2.8
627,6,1,0,0,-8.58756411456461,-1.5412755556384894,-8.661306666212834,-2.517184435725866,-2.8
628,6,1,0,0,-8.661306666212834,-2.517184435725866,-8.989073034814798,-1.8474279073950248,-2.8
629,6,1,0,0,-8.989073034814798,-1.8474279073950248,-9.071871616966284,-2.741068956480349,-2.8
630,6,1,0,0,-9.071871616966284,-2.741068956480349,-9.152966488141969,-1.7897969549323938,-2.8
631,6,1,0,0,-9.152966488141969,-1.7897969549323938,-9.670970440930477,-3.735531991373965,-2.8
632,6,1,0,0,-9.670970440930477,-3.735531991373965,-11.371103211560468,-1.7819769496400752,-2.8
633,6,1,0,0,-11.371103211560468,-1.7819769496400752,-11.434132458853275,-1.2834813959160645,-2.8
634,6,1,0,0,-11.434132458853275,-1.2834813959160645,-11.546972167728708,-2.207481995863668,-2.8
635,6,1,0,0,-11.546972167728708,-2.207481995863668,-11.63209382121348,-2.082713131631245,-2.8
636,6,1,0,0,-11.63209382121348,-2.082713131631245,-11.71352691325558,-2.0102484235926488,-2.8
637,6,1,0,0,-11.71352691325558,-2.0102484235926488,-11.794414663717603,-2.0394485390702117,-2.8
638,6,1,0,0,-11.794414663717603,-2.0394485390702117,-13.754380083768435,-1.7022911261298266,-2.8
639,6,1,1,0,-13.754380083768435,-1.7022911261298266,-15.1971130886615,-2.055762346224067,-2.8
640,6,1,1,0,-15.1971130886615,-2.055762346224067,-15.263544430977872,-1.3547006926276657,-2.8
641,6,1,1,1,-15.263544430977872,-1.3547006926276657,-15.33130624650709,-1.7477861384655415,-2.8
642,6,1,1,1,-15.33130624650709,-1.7477861384655415,-15.97283672367104,-1.8743113698295184,-2.8
643,6,1,0,1,-15.97283672367104,-1.8743113698295184,-17.31516426790597,-2.6024884939639024,-2.8
644,6,1,1,1,-17.31516426790597,-2.6024884939639024,-17.404236591602146,-1.700573628254078,-2.8
645,6,1,1,1,-17.404236591602146,-1.700573628254078,-17.482599987470497,-2.261555328680624,-2.8
646,6,1,1,1,-17.482599987470497,-2.261555328680624,-17.57731306977917,-2.849827073650862,-2.8
647,6,1,1,1,-17.57731306977917,-2.849827073650862,-17.668833196010507,-2.147572978072844,-2.8
648,6,1,1,1,-17.668833196010507,-2.147572978072844,-17.764867610101163,-3.154009772485911,-2.8
649,6,1,1,1,-17.764867610101163,-3.154009772485911,-20.020045342161826,-3.592572381824316,-2.8
650,6,1,1,1,-20.020045342161826,-3.592572381824316,-21.031455026108105,-2.5372084007589777,-2.8
651,6,1,1,1,-21.031455026108105,-2.5372084007589777,-21.119478435486293,-2.031860437851526,-2.8
652,6,1,1,1,-21.119478435486293,-2.031860437851526,-21.229308910538197,-2.757314398607142,-2.8
653,6,1,1,1,-21.229308910538197,-2.757314398607142,-23.21520485752036,-2.8133261311214874,-2.8
654,6,1,1,1,-23.21520485752036,-2.8133261311214874,-23.296884395381536,-1.6513710325777475,-2.8
655,6,1,1,0,-23.296884395381536,-1.6513710325777475,-24.51564287411558,-4.045538863345255,-2.8
656,6,1,1,0,-24.51564287411558,-4.045538863345255,-24.65366968720261,-2.83962516844358,-2.8
657,6,1,1,0,-24.65366968720261,-2.83962516844358,-26.116671380561367,-3.5542922988405388,-2.8
658,6,1,1,0,-26.116671380561367,-3.5542922988405388,-26.22983319373616,-2.4399559282825964,-2.8
659,6,1,1,0,-26.22983319373616,-2.4399559282825964,-26.698375486761265,-2.848579845652518,-2.8
660,6,1,1,0,-26.698375486761265,-2.848579845652518,-26.800036475408778,-2.193045414258844,-2.8
661,6,1,1,0,-26.800036475408778,-2.193045414258844,-26.889396098018,-2.638163395694657,-2.8
662,6,1,1,0,-26.889396098018,-2.638163395694657,-28.03272621918076,-2.651412078116857,-2.8
663,6,1,1,0,-28.03272621918076,-2.651412078116857,-28.131927637455615,-2.653632373654984,-2.8
664,6,1,1,0,-28.131927637455615,-2.653632373654984,-30.155799450938492,-3.143047021226072,-2.8
665,6,1,1,0,-30.155799450938492,-3.143047021226072,-30.290562401636212,-3.2954271799542108,-2.8
666,6,1,1,0,-30.290562401636212,-3.2954271799542108,-30.39587701481993,-1.919532028322815,-2.8
667,6,1,1,0,-30.39587701481993,-1.919532028322815,-31.508122572353518,-2.6433009409323085,-2.8
668,6,1,1,0,-31.508122572353518,-2.6433009409323085,-32.46850718119912,-2.0697481287940307,-2.8
669,6,1,1,0,-32.46850718119912,-2.0697481287940307,-32.55573752583147,-2.4380371198716086,-2.8
670,6,1,1,0,-32.55573752583147,-2.4380371198716086,-32.776257666269146,-1.6643442851039674,-2.8
671,6,1,1,0,-32.776257666269146,-1.6643442851039674,-32.8463983287321,-2.1938584438407243,-2.8
672,6,1,1,0,-32.8463983287321,-2.1938584438407243,-33.70753123650572,-1.5837053400340315,-2.8
673,6,1,1,0,-33.70753123650572,-1.5837053400340315,-34.89908402995596,-2.7670045820434264,-2.8
674,6,1,1,0,-34.89908402995596,-2.7670045820434264,-35.86393425101425,-2.1980643713394663,-2.8
675,6,1,1,0,-35.86393425101425,-2.1980643713394663,-36.29794347657809,-2.7577814078520686,-2.8
676,6,1,1,0,-36.29794347657809,-2.7577814078520686,-37.31233369325209,-1.0146644508381075,-2.8
677,6,1,1,0,-37.31233369325209,-1.0146644508381075,-38.23189407548337,-2.4551976490006453,-2.8
678,6,1,1,0,-38.23189407548337,-2.4551976490006453,-38.49395534797512,-0.2724567756814817,-2.8
679,6,1,1,0,-38.49395534797512,-0.2724567756814817,-38.53760919181458,-1.3095532865298762,-2.8
680,6,1,1,0,-38.53760919181458,-1.3095532865298762,-38.59638560123943,-1.876456632632915,-2.8
681,6,1,1,0,-38.59638560123943,-1.876456632632915,-38.67941002657727,-1.8300467994912533,-2.8
682,6,1,1,0,-38.67941002657727,-1.8300467994912533,-40.414000383952775,-1.3507238229835523,-2.8
683,6,1,1,0,-40.414000383952775,-1.3507238229835523,-41.5295245309162,-3.6878701777880782,-2.8
684,6,1,1,0,-41.5295245309162,-3.6878701777880782,-41.62771036263507,-1.6771981185821518,-2.8
685,6,1,1,0,-41.62771036263507,-1.6771981185821518,-42.31518718882679,-3.0185617953801875,-2.8
686,6,1,1,0,-42.31518718882679,-3.0185617953801875,-43.86842795427384,-2.480054073179948,-2.8
687,6,1,1,0,-43.86842795427384,-2.480054073179948,-43.998665350986016,-3.957008856287598,-2.8
688,6,1,1,0,-43.998665350986016,-3.957008856287598,-44.12872643832264,-2.597010106896077,-2.8
689,6,1,1,0,-44.12872643832264,-2.597010106896077,-44.22222634125674,-2.2151675891196003,-2.8
690,6,1,1,0,-44.22222634125674,-2.2151675891196003,-44.33173818449775,-3.1665172321060573,-2.8
691,6,1,1,0,-44.33173818449775,-3.1665172321060573,-44.421993990188,-1.648410013560539,-2.8
692,6,1,1,0,-44.421993990188,-1.648410013560539,-44.51734599480478,-2.5022325590220555,-2.8
693,6,1,1,0,-44.51734599480478,-2.5022325590220555,-44.741037965732666,-2.252951212813434,-2.8
694,6,1,1,0,-44.741037965732666,-2.252951212813434,-45.96990446771125,-0.8336839910865567,-2.8
695,6,1,1,0,-45.96990446771125,-0.8336839910865567,-47.40215428130077,-3.2137458254072446,-2.8
696,6,1,1,0,-47.40215428130077,-3.2137458254072446,-47.52699003023304,-3.108825688723994,-2.8
697,6,1,1,0,-47.52699003023304,-3.108825688723994,-47.63938824154999,-2.505763321155506,-2.8
698,6,1,1,0,-47.63938824154999,-2.505763321155506,-47.74932203483811,-3.0360624027355314,-2.8
699,6,1,1,0,-47.74932203483811,-3.0360624027355314,-48.59108883576391,-2.053726402693709,-2.8
700,7,1,1,1,-0.0022287086072778,-0.0025227890191084,-0.7041842245617012,-1.7749356310043147,-2.0
701,7,1,1,1,-0.7041842245617012,-1.7749356310043147,-0.7910654763586945,-2.7053008144241195,-2.0
702,7,1,1,1,-0.7910654763586945,-2.7053008144241195,-0.9118856340749998,-2.748022667531941,-2.0
703,7,1,1,1,-0.9118856340749998,-2.748022667531941,-2.3372500893738275,-1.2325513331644775,-2.0
704,7,1,1,1,-2.3372500893738275,-1.2325513331644775,-2.4054178472182235,-2.5522090644673363,-2.0
705,7,1,1,1,-2.4054178472182235,-2.5522090644673363,-2.479408092763718,-1.0019123459265558,-2.0
706,7,1,1,1,-2.479408092763718,-1.0019123459265558,-2.537319943170333,-2.2772663657636434,-2.0
707,7,1,1,1,-2.537319943170333,-2.2772663657636434,-2.8260128214311533,-2.292186788128659,-2.0
708,7,1,1,1,-2.8260128214311533,-2.292186788128659,-3.738412558915146,-2.5579464869449486,-2.0
709,7,1,1,1,-3.738412558915146,-2.5579464869449486,-3.815094571153159,-1.5444579305938029,-2.0
710,7,1,1,1,-3.815094571153159,-1.5444579305938029,-3.873648846741356,-1.6200298976390544,-2.0
711,7,1,1,1,-3.873648846741356,-1.6200298976390544,-4.101576269494564,-1.0542959103409102,-2.0
712,7,1,1,1,-4.101576269494564,-1.0542959103409102,-4.150586102579212,-1.2306930829265197,-2.0
713,7,1,1,1,-4.150586102579212,-1.2306930829265197,-4.236092015422991,-2.966851799957358,-2.0
714,7,1,1,1,-4.236092015422991,-2.966851799957358,-4.328638919045539,-1.6248718672700355,-2.0
715,7,1,1,1,-4.328638919045539,-1.6248718672700355,-4.408757507444277,-2.335751561139023,-2.0
716,7,1,1,1,-4.408757507444277,-2.335751561139023,-5.876818449971395,-1.906045264954117,-2.0
717,7,1,1,1,-5.876818449971395,-1.906045264954117,-5.926869794206284,-0.7341685355456252,-2.0
718,7,1,1,1,-5.926869794206284,-0.7341685355456252,-6.759693345521928,-2.625383520871173,-2.0
719,7,1,1,1,-6.759693345521928,-2.625383520871173,-7.43783907692184,-1.1525727200119162,-2.0
720,7,1,1,1,-7.43783907692184,-1.1525727200119162,-7.793718047547126,-2.8054155170576136,-2.0
721,7,1,1,1,-7.793718047547126,-2.8054155170576136,-7.886289714299972,-1.7503812536858547,-2.0
722,7,1,1,1,-7.886289714299972,-1.7503812536858547,-8.682938611819463,-1.7584795049126123,-2.0
723,7,1,1,1,-8.682938611819463,-1.7584795049126123,-8.76627099949637,-2.526989950385564,-2.0
724,7,1,1,1,-8.76627099949637,-2.526989950385564,-10.176552309512028,-1.7949364345391972,-2.0
725,7,1,1,1,-10.176552309512028,-1.7949364345391972,-10.24934928955627,-1.7886999942066877,-2.0
726,7,1,1,1,-10.24934928955627,-1.7886999942066877,-10.318377867657528,-1.6747063390923749,-2.0
727,7,1,1,1,-10.318377867657528,-1.6747063390923749,-10.387107699055028,-1.7822212375218849,-2.0
728,7,1,1,1,-10.387107699055028,-1.7822212375218849,-10.880809158334536,-1.6346747699500102,-2.0
729,7,1,1,1,-10.880809158334536,-1.6346747699500102,-10.95649989884015,-2.3958216576214277,-2.0
730,7,1,1,1,-10.95649989884015,-2.3958216576214277,-11.042806880532368,-1.7401028150975173,-2.0
731,7,1,1,1,-11.042806880532368,-1.7401028150975173,-11.967916621701203,-1.0904731692696996,-2.0
732,7,1,1,1,-11.967916621701203,-1.0904731692696996,-12.049780985359892,-2.4635012035178856,-2.0
733,7,1,1,1,-12.049780985359892,-2.4635012035178856,-13.115163178611764,-1.6953225069139195,-2.0
734,7,1,1,1,-13.115163178611764,-1.6953225069139195,-13.187154901655626,-1.726130566225054,-2.0
735,7,1,1,1,-13.187154901655626,-1.726130566225054,-13.267129334402725,-2.4089713743669567,-2.0
736,7,1,1,1,-13.267129334402725,-2.4089713743669567,-13.818712545635815,-1.83317566952546,-2.0
737,7,1,1,1,-13.818712545635815,-1.83317566952546,-14.378633714324954,-1.1762342087721138,-2.0
738,7,1,1,1,-14.378633714324954,-1.1762342087721138,-14.435435873162543,-2.451133088849288,-2.0
739,7,1,1,1,-14.435435873162543,-2.451133088849288,-15.77229758611247,-1.393682053380857,-2.0
740,7,1,1,1,-15.77229758611247,-1.393682053380857,-16.346093777977284,-3.584563225044699,-2.0
741,7,1,1,1,-16.346093777977284,-3.584563225044699,-17.049905707404125,-1.9484327019743517,-2.0
742,7,1,1,1,-17.049905707404125,-1.9484327019743517,-18.283372872441443,-2.2783646911704487,-2.0
743,7,1,1,1,-18.283372872441443,-2.2783646911704487,-18.3807819365308,-2.576727315462523,-2.0
744,7,1,1,1,-18.3807819365308,-2.576727315462523,-19.09109834016316,-2.358054801895608,-2.0
745,7,1,1,1,-19.09109834016316,-2.358054801895608,-19.963856539295755,-0.6392792872699093,-2.0
746,7,1,1,1,-19.963856539295755,-0.6392792872699093,-20.008907345799223,-1.5694361090615758,-2.0
747,7,1,1,1,-20.008907345799223,-1.5694361090615758,-20.06680340371047,-1.1302422991715446,-2.0
748,7,1,1,1,-20.06680340371047,-1.1302422991715446,-20.09312955018029,-0.2045890895137209,-2.0
749,7,1,1,1,-20.09312955018029,-0.2045890895137209,-20.149549419700705,-1.9909649692604936,-2.0
750,7,1,1,1,-20.149549419700705,-1.9909649692604936,-20.223211756703336,-1.745226263368509,-2.0
751,7,1,1,1,-20.223211756703336,-1.745226263368509,-20.7570039371652,-1.150110677136064,-2.0
752,7,1,1,1,-20.7570039371652,-1.150110677136064,-20.8277593085959,-2.648618647152142,-2.0
753,7,1,1,1,-20.8277593085959,-2.648618647152142,-20.92938608717572,-2.389904254866537,-2.0
754,7,1,1,1,-20.92938608717572,-2.389904254866537,-21.188019949396,-2.6952564500985274,-2.0
755,7,1,1,1,-21.188019949396,-2.6952564500985274,-21.2716504948351,-1.724949524552268,-2.0
756,7,1,1,1,-21.2716504948351,-1.724949524552268,-21.34863710402247,-2.8715317886049,-2.0
757,7,1,1,1,-21.34863710402247,-2.8715317886049,-22.190531968670715,-1.2158715639372402,-2.0
758,7,1,1,1,-22.190531968670715,-1.2158715639372402,-22.791127448417598,-1.9857028826251952,-2.0
759,7,1,1,1,-22.791127448417598,-1.9857028826251952,-23.516570907806656,-0.8370767936425617,-2.0
760,7,1,1,1,-23.516570907806656,-0.8370767936425617,-23.59059349115879,-3.164404412890088,-2.0
761,7,1,1,1,-23.59059349115879,-3.164404412890088,-24.505760864512663,-1.532941599587738,-2.0
762,7,1,1,1,-24.505760864512663,-1.532941599587738,-24.835791388410847,-1.6391526595585155,-2.0
763,7,1,1,1,-24.835791388410847,-1.6391526595585155,-24.905464826471405,-2.272255800799999,-2.0
