t,episode,true_task_idx,pred_task_idx,exec_task_idx,x_before,vx_before,x_after,vx_after,true_goal
53,7,3,3,3,-10.463179940085215,-1.766364723443985,-10.64667800972919,-1.834980696439743,-1.75
54,7,3,3,3,-10.64667800972919,-1.834980696439743,-10.82535249898891,-1.7867448925971985,-1.75
55,7,3,3,3,-10.82535249898891,-1.7867448925971985,-11.024555632571978,-1.9920313358306885,-1.75
56,7,3,3,3,-11.024555632571978,-1.9920313358306885,-11.19875548193912,-1.7419984936714172,-1.75
57,7,3,3,3,-11.19875548193912,-1.7419984936714172,-11.374153012137215,-1.7539753019809723,-1.75
58,7,3,3,3,-11.374153012137215,-1.7539753019809723,-11.5700749100254,-1.959218978881836,-1.75
59,7,3,3,3,-11.5700749100254,-1.959218978881836,-11.765300580959124,-1.9522567093372345,-1.75
60,7,3,3,3,-11.765300580959124,-1.9522567093372345,-11.944510677556796,-1.792100965976715,-1.75
61,7,3,3,3,-11.944510677556796,-1.792100965976715,-12.132957914571566,-1.884472370147705,-1.75
62,7,3,3,3,-12.132957914571566,-1.884472370147705,-12.337030494313044,-2.04072579741478,-1.75
63,7,3,3,3,-12.337030494313044,-2.04072579741478,-12.53465392599563,-1.9762343168258667,-1.75
64,7,3,3,3,-12.53465392599563,-1.9762343168258667,-12.717367911438746,-1.8271398544311523,-1.75
65,7,3,3,3,-12.717367911438746,-1.8271398544311523,-12.906764337520404,-1.893964260816574,-1.75
66,7,3,3,3,-12.906764337520404,-1.893964260816574,-13.108623454074664,-2.0185911655426025,-1.75
67,7,3,3,3,-13.108623454074664,-2.0185911655426025,-13.297072941164776,-1.884494870901108,-1.75
68,7,3,3,3,-13.297072941164776,-1.884494870901108,-13.461440959672732,-1.6436801850795746,-1.75
69,7,3,3,3,-13.461440959672732,-1.6436801850795746,-13.66544226716022,-2.040013074874878,-1.75
70,7,3,3,3,-13.66544226716022,-2.040013074874878,-13.8476887584732,-1.8224649131298063,-1.75
71,7,3,3,3,-13.8476887584732,-1.8224649131298063,-14.024222427706524,-1.7653366923332214,-1.75
72,7,3,3,3,-14.024222427706524,-1.7653366923332214,-14.212397062878413,-1.8817463517189024,-1.75
73,7,3,3,3,-14.212397062878413,-1.8817463517189024,-14.400220462779805,-1.8782339990139008,-1.75
74,7,3,3,3,-14.400220462779805,-1.8782339990139008,-14.587945485214991,-1.877250224351883,-1.75
75,7,3,3,3,-14.587945485214991,-1.877250224351883,-14.75969389985065,-1.7174841463565826,-1.75
76,7,3,3,3,-14.75969389985065,-1.7174841463565826,-14.947956511478228,-1.8826261162757876,-1.75
77,7,3,3,3,-14.947956511478228,-1.8826261162757876,-15.13008967946033,-1.8213316798210144,-1.75
78,7,3,3,3,-15.13008967946033,-1.8213316798210144,-15.330447325210375,-2.0035764575004578,-1.75
79,7,3,3,3,-15.330447325210375,-2.0035764575004578,-15.520039269428056,-1.8959194421768188,-1.75
80,7,3,3,3,-15.520039269428056,-1.8959194421768188,-15.699940884213252,-1.799016147851944,-1.75
81,7,3,3,3,-15.699940884213252,-1.799016147851944,-15.889005029301448,-1.890641450881958,-1.75
82,7,3,3,3,-15.889005029301448,-1.890641450881958,-16.073929005961222,-1.849239766597748,-1.75
83,7,3,3,3,-16.073929005961222,-1.849239766597748,-16.263067895273966,-1.8913888931274412,-1.75
84,7,3,3,3,-16.263067895273966,-1.8913888931274412,-16.468499118189616,-2.054312229156494,-1.75
85,7,3,3,3,-16.468499118189616,-2.054312229156494,-16.658085668186946,-1.895865499973297,-1.75
86,7,3,3,3,-16.658085668186946,-1.895865499973297,-16.838164204458995,-1.8007853627204895,-1.75
87,7,3,3,3,-16.838164204458995,-1.8007853627204895,-17.03814350972633,-1.99979305267334,-1.75
88,7,3,3,3,-17.03814350972633,-1.99979305267334,-17.230608040194316,-1.9246453046798704,-1.75
89,7,3,3,3,-17.230608040194316,-1.9246453046798704,-17.4261377693222,-1.9552972912788391,-1.75
90,7,3,3,3,-17.4261377693222,-1.9552972912788391,-17.61231558928947,-1.861778199672699,-1.75
91,7,3,3,3,-17.61231558928947,-1.861778199672699,-17.798108393053813,-1.8579280376434328,-1.75
